tconst,primaryTitle,startYear,the_numbers_url,found_url,normalized_title,kaggle_year,kaggle_title,Production_Countries
tt0120667,Fantastic Four,2005.0,https://www.the-numbers.com/movie/Fantastic-Four-(2005),True,fantastic four,2005,Fantastic Four,"Germany, United States of America"
tt0121164,Corpse Bride,2005.0,https://www.the-numbers.com/movie/Corpse-Bride,True,corpse bride,2005,Corpse Bride,"United Kingdom, United States of America"
tt0121766,Star Wars: Episode III - Revenge of the Sith,2005.0,https://www.the-numbers.com/movie/Star-Wars-Ep-III-Revenge-of-the-Sith,True,star wars episode iii revenge of the sith,2005,Star Wars: Episode III - Revenge of the Sith,United States of America
tt0167190,Hellboy,2004.0,https://www.the-numbers.com/movie/Hellboy,True,hellboy,2004,Hellboy,"Czech Republic, United States of America"
tt0200465,The Bank Job,2008.0,https://www.the-numbers.com/movie/Bank-Job-The,True,the bank job,2008,The Bank Job,"Australia, United Kingdom, United States of America"
tt0204313,Exorcist: The Beginning,2004.0,https://www.the-numbers.com/movie/Exorcist-The-Beginning,True,exorcist the beginning,2004,Exorcist: The Beginning,United States of America
tt0206634,Children of Men,2006.0,https://www.the-numbers.com/movie/Children-of-Men,True,children of men,2006,Children of Men,"United Kingdom, United States of America"
tt0211933,Awake,2007.0,https://www.the-numbers.com/movie/Awake,True,awake,2007,Awake,United States of America
tt0241025,Vanity Fair,2004.0,https://www.the-numbers.com/movie/Vanity-Fair,True,vanity fair,2004,Vanity Fair,"United Kingdom, United States of America"
tt0252028,Surviving Christmas,2004.0,https://www.the-numbers.com/movie/Surviving-Christmas,True,surviving christmas,2004,Surviving Christmas,United States of America
tt0257516,Cursed,2005.0,https://www.the-numbers.com/movie/Cursed,True,cursed,2005,Cursed,"Germany, United States of America"
tt0259324,Ghost Rider,2007.0,https://www.the-numbers.com/movie/Ghost-Rider,True,ghost rider,2007,Ghost Rider,United States of America
tt0265208,The Girl Next Door,2004.0,https://www.the-numbers.com/movie/Girl-Next-Door-The-(2004),True,the girl next door,2004,The Girl Next Door,"Switzerland, United States of America"
tt0267891,The Ringer,2005.0,https://www.the-numbers.com/movie/Ringer-The,True,the ringer,2005,The Ringer,United States of America
tt0289879,The Butterfly Effect,2004.0,https://www.the-numbers.com/movie/Butterfly-Effect-The,True,the butterfly effect,2004,The Butterfly Effect,"Canada, United States of America"
tt0290002,Meet the Fockers,2004.0,https://www.the-numbers.com/movie/Meet-the-Fockers,True,meet the fockers,2004,Meet the Fockers,United States of America
tt0292963,Before the Devil Knows You're Dead,2007.0,https://www.the-numbers.com/movie/Before-the-Devil-Knows-Youre-Dead,True,before the devil knows youre dead,2007,Before the Devil Knows You're Dead,"United States of America, United Kingdom"
tt0293429,Mortal Kombat,2021.0,https://www.the-numbers.com/movie/Mortal-Kombat-(2021),True,mortal kombat,2021,Mortal Kombat,United States of America
tt0293508,The Phantom of the Opera,2004.0,https://www.the-numbers.com/movie/Phantom-of-the-Opera-The-(2004),True,the phantom of the opera,2004,The Phantom of the Opera,"United Kingdom, United States of America"
tt0293564,Rush Hour 3,2007.0,https://www.the-numbers.com/movie/Rush-Hour-3,True,rush hour 3,2007,Rush Hour 3,United States of America
tt0294870,Rent,2005.0,https://www.the-numbers.com/movie/Rent,True,rent,2005,Rent,United States of America
tt0296572,The Chronicles of Riddick,2004.0,https://www.the-numbers.com/movie/Chronicles-of-Riddick-The-(2004),True,the chronicles of riddick,2004,The Chronicles of Riddick,United States of America
tt0297284,Mindhunters,2004.0,https://www.the-numbers.com/movie/Mindhunters,True,mindhunters,2004,Mindhunters,"Finland, Netherlands, United Kingdom, United States of America"
tt0298148,Shrek 2,2004.0,https://www.the-numbers.com/movie/Shrek-2,True,shrek 2,2004,Shrek 2,United States of America
tt0299172,Home on the Range,2004.0,https://www.the-numbers.com/movie/Home-on-the-Range,True,home on the range,2004,Home on the Range,United States of America
tt0300051,Jersey Girl,2004.0,https://www.the-numbers.com/movie/Jersey-Girl,True,jersey girl,2004,Jersey Girl,United States of America
tt0304141,Harry Potter and the Prisoner of Azkaban,2004.0,https://www.the-numbers.com/movie/Harry-Potter-and-the-Prisoner-of-Azkaban,True,harry potter and the prisoner of azkaban,2004,Harry Potter and the Prisoner of Azkaban,"United Kingdom, United States of America"
tt0307453,Shark Tale,2004.0,https://www.the-numbers.com/movie/Shark-Tale,True,shark tale,2004,Shark Tale,United States of America
tt0308055,Bobby,2006.0,https://www.the-numbers.com/movie/Bobby,True,bobby,2006,Bobby,United States of America
tt0308644,Finding Neverland,2004.0,https://www.the-numbers.com/movie/Finding-Neverland,True,finding neverland,2004,Finding Neverland,"United Kingdom, United States of America"
tt0312004,Wallace & Gromit: The Curse of the Were-Rabbit,2005.0,https://www.the-numbers.com/movie/Wallace-and-Gromit-The-Curse-of-the-Were-Rabbit,True,wallace gromit the curse of the wererabbit,2005,Wallace & Gromit: The Curse of the Were-Rabbit,"United Kingdom, United States of America"
tt0314498,The Perfect Score,2004.0,https://www.the-numbers.com/movie/Perfect-Score-The,True,the perfect score,2004,The Perfect Score,"Germany, United States of America"
tt0315297,Twisted,2004.0,https://www.the-numbers.com/movie/Twisted,True,twisted,2004,Twisted,"Germany, United States of America"
tt0316654,Spider-Man 2,2004.0,https://www.the-numbers.com/movie/Spider-Man-2,True,spiderman 2,2004,Spider-Man 2,United States of America
tt0317132,Because of Winn-Dixie,2005.0,https://www.the-numbers.com/movie/Because-of-Winn-Dixie,True,because of winndixie,2005,Because of Winn-Dixie,United States of America
tt0317198,Bridget Jones: The Edge of Reason,2004.0,https://www.the-numbers.com/movie/Bridget-Jones-The-Edge-of-Reason,True,bridget jones the edge of reason,2004,Bridget Jones: The Edge of Reason,"France, Ireland, United Kingdom, United States of America"
tt0317219,Cars,2006.0,https://www.the-numbers.com/movie/Cars,True,cars,2006,Cars,United States of America
tt0317648,Hidalgo,2004.0,https://www.the-numbers.com/movie/Hidalgo,True,hidalgo,2004,Hidalgo,"United States of America, Morocco"
tt0317705,The Incredibles,2004.0,https://www.the-numbers.com/movie/Incredibles-The,True,the incredibles,2004,The Incredibles,United States of America
tt0317919,Mission: Impossible III,2006.0,https://www.the-numbers.com/movie/Mission-Impossible-III,True,mission impossible iii,2006,Mission: Impossible III,United States of America
tt0318462,The Motorcycle Diaries,2004.0,https://www.the-numbers.com/movie/Motorcycle-Diaries-The,True,the motorcycle diaries,2004,The Motorcycle Diaries,"Argentina, France, United Kingdom, United States of America"
tt0318627,Resident Evil: Apocalypse,2004.0,https://www.the-numbers.com/movie/Resident-Evil-Apocalypse,True,resident evil apocalypse,2004,Resident Evil: Apocalypse,"Canada, United Kingdom, United States of America"
tt0318649,Sahara,2005.0,https://www.the-numbers.com/movie/Sahara,True,sahara,2005,Sahara,"Germany, Morocco, Spain, United Kingdom, United States of America"
tt0318974,The Alamo,2004.0,https://www.the-numbers.com/movie/Alamo-The-(2004),True,the alamo,2004,The Alamo,United States of America
tt0319262,The Day After Tomorrow,2004.0,https://www.the-numbers.com/movie/Day-After-Tomorrow-The,True,the day after tomorrow,2004,The Day After Tomorrow,United States of America
tt0320661,Kingdom of Heaven,2005.0,https://www.the-numbers.com/movie/Kingdom-of-Heaven,True,kingdom of heaven,2005,Kingdom of Heaven,"Germany, Spain, United Kingdom, United States of America"
tt0324127,Suspect Zero,2004.0,https://www.the-numbers.com/movie/Suspect-Zero,True,suspect zero,2004,Suspect Zero,"Germany, United Kingdom, United States of America"
tt0324554,Wicker Park,2004.0,https://www.the-numbers.com/movie/Wicker-Park,True,wicker park,2004,Wicker Park,United States of America
tt0326856,Envy,2004.0,https://www.the-numbers.com/movie/Envy,True,envy,2004,Envy,United States of America
tt0327084,Over the Hedge,2006.0,https://www.the-numbers.com/movie/Over-the-Hedge,True,over the hedge,2006,Over the Hedge,United States of America
tt0327162,The Stepford Wives,2004.0,https://www.the-numbers.com/movie/Stepford-Wives-The-(2004),True,the stepford wives,2004,The Stepford Wives,United States of America
tt0327247,The Whole Ten Yards,2004.0,https://www.the-numbers.com/movie/Whole-Ten-Yards-The,True,the whole ten yards,2004,The Whole Ten Yards,United States of America
tt0327437,Around the World in 80 Days,2004.0,https://www.the-numbers.com/movie/Around-the-World-in-80-Days-(2004),True,around the world in 80 days,2004,Around the World in 80 Days,"Germany, Ireland, United Kingdom, United States of America"
tt0327554,Catwoman,2004.0,https://www.the-numbers.com/movie/Catwoman-(2004),True,catwoman,2004,Catwoman,"Canada, United States of America"
tt0327597,Coraline,2009.0,https://www.the-numbers.com/movie/Coraline,True,coraline,2009,Coraline,United States of America
tt0328107,Man on Fire,2004.0,https://www.the-numbers.com/movie/Man-on-Fire-(2004),True,man on fire,2004,Man on Fire,"Switzerland, United Kingdom, United States of America"
tt0329774,xXx: State of the Union,2005.0,https://www.the-numbers.com/movie/xXx-State-of-the-Union,True,xxx state of the union,2005,xXx: State of the Union,United States of America
tt0330373,Harry Potter and the Goblet of Fire,2005.0,https://www.the-numbers.com/movie/Harry-Potter-and-the-Goblet-of-Fire,True,harry potter and the goblet of fire,2005,Harry Potter and the Goblet of Fire,"United Kingdom, United States of America"
tt0330793,The Punisher,2004.0,https://www.the-numbers.com/movie/Punisher-The,True,the punisher,2004,The Punisher,"Germany, United States of America"
tt0331632,Scooby-Doo 2: Monsters Unleashed,2004.0,https://www.the-numbers.com/movie/Scooby-Doo-2-Monsters-Unleashed,True,scoobydoo 2 monsters unleashed,2004,Scooby-Doo 2: Monsters Unleashed,United States of America
tt0331933,Man of the House,2005.0,https://www.the-numbers.com/movie/Man-of-the-House-(2005),True,man of the house,2005,Man of the House,United States of America
tt0331952,The Clearing,2004.0,https://www.the-numbers.com/movie/Clearing-The,True,the clearing,2004,The Clearing,"Germany, United States of America"
tt0332047,Fever Pitch,2005.0,https://www.the-numbers.com/movie/Fever-Pitch-(2005),True,fever pitch,2005,Fever Pitch,"Germany, United States of America"
tt0332280,The Notebook,2004.0,https://www.the-numbers.com/movie/Notebook-The,True,the notebook,2004,The Notebook,United States of America
tt0332452,Troy,2004.0,https://www.the-numbers.com/movie/Troy,True,troy,2004,Troy,United States of America
tt0332712,My Baby's Daddy,2004.0,https://www.the-numbers.com/movie/My-Babys-Daddy,True,my babys daddy,2004,My Baby's Daddy,United States of America
tt0333766,Garden State,2004.0,https://www.the-numbers.com/movie/Garden-State,True,garden state,2004,Garden State,United States of America
tt0335121,Godsend,2004.0,https://www.the-numbers.com/movie/Godsend,True,godsend,2004,Godsend,"Canada, United States of America"
tt0335245,The Ladykillers,2004.0,https://www.the-numbers.com/movie/Ladykillers-The,True,the ladykillers,2004,The Ladykillers,United States of America
tt0335345,The Passion of the Christ,2004.0,https://www.the-numbers.com/movie/Passion-of-the-Christ-The,True,the passion of the christ,2004,The Passion of the Christ,United States of America
tt0335438,Starsky & Hutch,2004.0,https://www.the-numbers.com/movie/Starsky-and-Hutch,True,starsky hutch,2004,Starsky & Hutch,United States of America
tt0335559,Win a Date with Tad Hamilton!,2004.0,https://www.the-numbers.com/movie/Win-a-Date-with-Tad-Hamilton,True,win a date with tad hamilton,2004,Win a Date with Tad Hamilton!,United States of America
tt0337563,13 Going on 30,2004.0,https://www.the-numbers.com/movie/13-Going-on-30,True,13 going on 30,2004,13 Going on 30,United States of America
tt0337579,Barbershop 2: Back in Business,2004.0,https://www.the-numbers.com/movie/Barbershop-2-Back-in-Business,True,barbershop 2 back in business,2004,Barbershop 2: Back in Business,United States of America
tt0337697,The Prince and Me,2004.0,https://www.the-numbers.com/movie/Prince-and-Me-The-(2004),True,the prince and me,2004,The Prince and Me,"Czech Republic, Switzerland, United States of America"
tt0337876,Birth,2004.0,https://www.the-numbers.com/movie/Birth,True,birth,2004,Birth,"Germany, United Kingdom, United States of America"
tt0337917,Catch That Kid,2004.0,https://www.the-numbers.com/movie/Catch-That-Kid-(2004),True,catch that kid,2004,Catch That Kid,"Denmark, United States of America"
tt0337921,Cellular,2004.0,https://www.the-numbers.com/movie/Cellular,True,cellular,2004,Cellular,"United States of America, Germany"
tt0337978,Live Free or Die Hard,2007.0,https://www.the-numbers.com/movie/Live-Free-or-Die-Hard,True,live free or die hard,2007,Live Free or Die Hard,"United Kingdom, United States of America"
tt0338013,Eternal Sunshine of the Spotless Mind,2004.0,https://www.the-numbers.com/movie/Eternal-Sunshine-of-the-Spotless-Mind,True,eternal sunshine of the spotless mind,2004,Eternal Sunshine of the Spotless Mind,United States of America
tt0338096,Dirty Dancing: Havana Nights,2004.0,https://www.the-numbers.com/movie/Dirty-Dancing-Havana-Nights,True,dirty dancing havana nights,2004,Dirty Dancing: Havana Nights,United States of America
tt0338325,Paparazzi,2004.0,https://www.the-numbers.com/movie/Paparazzi,True,paparazzi,2004,Paparazzi,"United States of America, United Kingdom"
tt0338348,The Polar Express,2004.0,https://www.the-numbers.com/movie/Polar-Express-The-(2004),True,the polar express,2004,The Polar Express,United States of America
tt0338526,Van Helsing,2004.0,https://www.the-numbers.com/movie/Van-Helsing,True,van helsing,2004,Van Helsing,"Czech Republic, United States of America"
tt0338751,The Aviator,2004.0,https://www.the-numbers.com/movie/Aviator-The-(2004),True,the aviator,2004,The Aviator,"Germany, United States of America"
tt0339412,Mr. 3000,2004.0,https://www.the-numbers.com/movie/Mr-3000,True,mr 3000,2004,Mr. 3000,United States of America
tt0340163,Hostage,2005.0,https://www.the-numbers.com/movie/Hostage,True,hostage,2005,Hostage,"Germany, United States of America"
tt0343135,Along Came Polly,2004.0,https://www.the-numbers.com/movie/Along-Came-Polly-(2004),True,along came polly,2004,Along Came Polly,United States of America
tt0343660,50 First Dates,2004.0,https://www.the-numbers.com/movie/50-First-Dates,True,50 first dates,2004,50 First Dates,United States of America
tt0343737,The Good Shepherd,2006.0,https://www.the-numbers.com/movie/Good-Shepherd-The,True,the good shepherd,2006,The Good Shepherd,United States of America
tt0343818,"I, Robot",2004.0,https://www.the-numbers.com/movie/I-Robot,True,i robot,2004,"I, Robot","United States of America, Germany"
tt0344854,Arthur and the Invisibles,2006.0,https://www.the-numbers.com/movie/Arthur-et-les-Minimoys,True,arthur and the invisibles,2006,Arthur and the Invisibles,"France, United Kingdom, United States of America"
tt0345074,Connie and Carla,2004.0,https://www.the-numbers.com/movie/Connie-and-Carla,True,connie and carla,2004,Connie and Carla,United States of America
tt0346156,Sky Captain and the World of Tomorrow,2004.0,https://www.the-numbers.com/movie/Sky-Captain-and-the-World-of-Tomorrow,True,sky captain and the world of tomorrow,2004,Sky Captain and the World of Tomorrow,"Italy, United Kingdom, United States of America"
tt0346491,Alexander,2004.0,https://www.the-numbers.com/movie/Alexander,True,alexander,2004,Alexander,"France, Germany, Netherlands, United Kingdom, United States of America"
tt0348150,Superman Returns,2006.0,https://www.the-numbers.com/movie/Superman-Returns,True,superman returns,2006,Superman Returns,United States of America
tt0348333,Waiting...,2005.0,https://www.the-numbers.com/movie/Waiting,True,waiting,2005,Waiting...,United States of America
tt0349169,Breakin' All the Rules,2004.0,https://www.the-numbers.com/movie/Breakin-All-the-Rules,True,breakin all the rules,2004,Breakin' All the Rules,United States of America
tt0349683,King Arthur,2004.0,https://www.the-numbers.com/movie/King-Arthur-(2004),True,king arthur,2004,King Arthur,"Ireland, United Kingdom, United States of America, Singapore"
tt0349710,Ladder 49,2004.0,https://www.the-numbers.com/movie/Ladder-49,True,ladder 49,2004,Ladder 49,United States of America
tt0349825,Miracle,2004.0,https://www.the-numbers.com/movie/Miracle-(2004),True,miracle,2004,Miracle,United States of America
tt0349903,Ocean's Twelve,2004.0,https://www.the-numbers.com/movie/Oceans-Twelve-(2004),True,oceans twelve,2004,Ocean's Twelve,United States of America
tt0350028,Raising Helen,2004.0,https://www.the-numbers.com/movie/Raising-Helen,True,raising helen,2004,Raising Helen,United States of America
tt0350258,Ray,2004.0,https://www.the-numbers.com/movie/Ray-(2004),True,ray,2004,Ray,United States of America
tt0350261,An Unfinished Life,2005.0,https://www.the-numbers.com/movie/Unfinished-Life-An,True,an unfinished life,2005,An Unfinished Life,"United States of America, Germany"
tt0351283,Madagascar,2005.0,https://www.the-numbers.com/movie/Madagascar,True,madagascar,2005,Madagascar,United States of America
tt0351977,Walking Tall,2004.0,https://www.the-numbers.com/movie/Walking-Tall-(2004),True,walking tall,2004,Walking Tall,United States of America
tt0352248,Cinderella Man,2005.0,https://www.the-numbers.com/movie/Cinderella-Man-(2005),True,cinderella man,2005,Cinderella Man,United States of America
tt0352277,De-Lovely,2004.0,https://www.the-numbers.com/movie/De-Lovely,True,delovely,2004,De-Lovely,"United Kingdom, United States of America"
tt0353774,NASCAR: The IMAX Experience,2004.0,https://www.the-numbers.com/movie/NASCAR-The-IMAX-Experience,True,nascar the imax experience,2004,NASCAR: The IMAX Experience,United States of America
tt0355295,The Brothers Grimm,2005.0,https://www.the-numbers.com/movie/Brothers-Grimm-The,True,the brothers grimm,2005,The Brothers Grimm,"United Kingdom, United States of America"
tt0356150,EuroTrip,2004.0,https://www.the-numbers.com/movie/EuroTrip,True,eurotrip,2004,EuroTrip,"United States of America, Canada, Czech Republic"
tt0356470,A Cinderella Story,2004.0,https://www.the-numbers.com/movie/Cinderella-Story-A-(2004),True,a cinderella story,2004,A Cinderella Story,"Canada, United States of America"
tt0356618,The Forgotten,2004.0,https://www.the-numbers.com/movie/Forgotten-The,True,the forgotten,2004,The Forgotten,United States of America
tt0356634,Garfield: The Movie,2004.0,https://www.the-numbers.com/movie/Garfield-The-Movie,True,garfield the movie,2004,Garfield: The Movie,United States of America
tt0356680,The Family Stone,2005.0,https://www.the-numbers.com/movie/Family-Stone-The,True,the family stone,2005,The Family Stone,United States of America
tt0356721,I Heart Huckabees,2004.0,https://www.the-numbers.com/movie/I-Heart-Huckabees,True,i heart huckabees,2004,I Heart Huckabees,"Germany, United Kingdom, United States of America"
tt0356910,Mr. & Mrs. Smith,2005.0,https://www.the-numbers.com/movie/Mr-and-Mrs-Smith,True,mr mrs smith,2005,Mr. & Mrs. Smith,"Switzerland, United States of America"
tt0357277,Elektra,2005.0,https://www.the-numbers.com/movie/Elektra,True,elektra,2005,Elektra,United States of America
tt0357413,Anchorman: The Legend of Ron Burgundy,2004.0,https://www.the-numbers.com/movie/Anchorman-The-Legend-of-Ron-Burgundy,True,anchorman the legend of ron burgundy,2004,Anchorman: The Legend of Ron Burgundy,United States of America
tt0357507,Boogeyman,2005.0,https://www.the-numbers.com/movie/Boogeyman,True,boogeyman,2005,Boogeyman,United States of America
tt0358082,Robots,2005.0,https://www.the-numbers.com/movie/Robots,True,robots,2005,Robots,United States of America
tt0358135,Shall We Dance?,2004.0,https://www.the-numbers.com/movie/Shall-We-Dance-(2004),True,shall we dance,2004,Shall We Dance?,United States of America
tt0358273,Walk the Line,2005.0,https://www.the-numbers.com/movie/Walk-the-Line,True,walk the line,2005,Walk the Line,"Germany, United States of America"
tt0358349,Agent Cody Banks 2: Destination London,2004.0,https://www.the-numbers.com/movie/Agent-Cody-Banks-2-Destination-London-(2004),True,agent cody banks 2 destination london,2004,Agent Cody Banks 2: Destination London,United States of America
tt0359013,Blade: Trinity,2004.0,https://www.the-numbers.com/movie/Blade-Trinity-(2004),True,blade trinity,2004,Blade: Trinity,United States of America
tt0359517,Johnson Family Vacation,2004.0,https://www.the-numbers.com/movie/Johnson-Family-Vacation,True,johnson family vacation,2004,Johnson Family Vacation,United States of America
tt0360139,Chasing Liberty,2004.0,https://www.the-numbers.com/movie/Chasing-Liberty,True,chasing liberty,2004,Chasing Liberty,"United Kingdom, United States of America"
tt0360486,Constantine,2005.0,https://www.the-numbers.com/movie/Constantine,True,constantine,2005,Constantine,"Germany, United States of America"
tt0360717,King Kong,2005.0,https://www.the-numbers.com/movie/King-Kong-(2005),True,king kong,2005,King Kong,"New Zealand, United States of America, Germany"
tt0361089,Valiant,2005.0,https://www.the-numbers.com/movie/Valiant,True,valiant,2005,Valiant,"United Kingdom, United States of America"
tt0361411,Bride & Prejudice,2004.0,https://www.the-numbers.com/movie/Bride-and-Prejudice,True,bride prejudice,2004,Bride & Prejudice,"Belgium, France, India, United Kingdom, United States of America"
tt0361467,Confessions of a Teenage Drama Queen,2004.0,https://www.the-numbers.com/movie/Confessions-of-a-Teenage-Drama-Queen,True,confessions of a teenage drama queen,2004,Confessions of a Teenage Drama Queen,"Germany, United States of America"
tt0361596,Fahrenheit 9/11,2004.0,https://www.the-numbers.com/movie/Fahrenheit-9-11,True,fahrenheit 911,2004,Fahrenheit 9/11,"Italy, United States of America"
tt0361696,Raise Your Voice,2004.0,https://www.the-numbers.com/movie/Raise-Your-Voice,True,raise your voice,2004,Raise Your Voice,United States of America
tt0361748,Inglourious Basterds,2009.0,https://www.the-numbers.com/movie/Inglourious-Basterds,True,inglourious basterds,2009,Inglourious Basterds,"Germany, United States of America"
tt0361841,Little Black Book,2004.0,https://www.the-numbers.com/movie/Little-Black-Book,True,little black book,2004,Little Black Book,United States of America
tt0361925,Welcome to Mooseport,2004.0,https://www.the-numbers.com/movie/Welcome-to-Mooseport,True,welcome to mooseport,2004,Welcome to Mooseport,"Germany, United States of America"
tt0362120,Scary Movie 4,2006.0,https://www.the-numbers.com/movie/Scary-Movie-4-(2006),True,scary movie 4,2006,Scary Movie 4,United States of America
tt0362165,Son of the Mask,2005.0,https://www.the-numbers.com/movie/Son-of-the-Mask,True,son of the mask,2005,Son of the Mask,"Germany, United States of America"
tt0362227,The Terminal,2004.0,https://www.the-numbers.com/movie/Terminal-The-(2004),True,the terminal,2004,The Terminal,United States of America
tt0362269,Kinsey,2004.0,https://www.the-numbers.com/movie/Kinsey,True,kinsey,2004,Kinsey,"Germany, United Kingdom, United States of America"
tt0362270,The Life Aquatic with Steve Zissou,2004.0,https://www.the-numbers.com/movie/Life-Aquatic-with-Steve-Zissou-The,True,the life aquatic with steve zissou,2004,The Life Aquatic with Steve Zissou,United States of America
tt0362478,The Box,2009.0,https://www.the-numbers.com/movie/Box-The,True,the box,2009,The Box,United States of America
tt0363282,New York Minute,2004.0,https://www.the-numbers.com/movie/New-York-Minute,True,new york minute,2004,New York Minute,United States of America
tt0363547,Dawn of the Dead,2004.0,https://www.the-numbers.com/movie/Dawn-of-the-Dead-(2004),True,dawn of the dead,2004,Dawn of the Dead,"Canada, France, Japan, United States of America"
tt0363771,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005.0,https://www.the-numbers.com/movie/Chronicles-of-Narnia-The-Lion-the-Witch-and-the-Wardrobe-The,True,the chronicles of narnia the lion the witch and the wardrobe,2005,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","United Kingdom, United States of America"
tt0363988,Secret Window,2004.0,https://www.the-numbers.com/movie/Secret-Window,True,secret window,2004,Secret Window,United States of America
tt0364045,Taking Lives,2004.0,https://www.the-numbers.com/movie/Taking-Lives,True,taking lives,2004,Taking Lives,United States of America
tt0364725,Dodgeball: A True Underdog Story,2004.0,https://www.the-numbers.com/movie/Dodgeball-A-True-Underdog-Story,True,dodgeball a true underdog story,2004,Dodgeball: A True Underdog Story,United States of America
tt0364751,Without a Paddle,2004.0,https://www.the-numbers.com/movie/Without-a-Paddle-(2004),True,without a paddle,2004,Without a Paddle,United States of America
tt0364970,Babylon A.D.,2008.0,https://www.the-numbers.com/movie/Babylon-AD,True,babylon ad,2008,Babylon A.D.,"France, United Kingdom, United States of America"
tt0365485,The Matador,2005.0,https://www.the-numbers.com/movie/Matador-The,True,the matador,2005,The Matador,"Germany, Mexico, United States of America"
tt0365737,Syriana,2005.0,https://www.the-numbers.com/movie/Syriana,True,syriana,2005,Syriana,United States of America
tt0365885,The Upside of Anger,2005.0,https://www.the-numbers.com/movie/Upside-of-Anger-The,True,the upside of anger,2005,The Upside of Anger,United States of America
tt0365907,A Walk Among the Tombstones,2014.0,https://www.the-numbers.com/movie/Walk-Among-the-Tombstones-A-(2014),True,a walk among the tombstones,2014,A Walk Among the Tombstones,United States of America
tt0365957,You Got Served,2004.0,https://www.the-numbers.com/movie/You-Got-Served,True,you got served,2004,You Got Served,United States of America
tt0366174,Anacondas: The Hunt for the Blood Orchid,2004.0,https://www.the-numbers.com/movie/Anacondas-The-Hunt-for-the-Blood-Orchid,True,anacondas the hunt for the blood orchid,2004,Anacondas: The Hunt for the Blood Orchid,United States of America
tt0366548,Happy Feet,2006.0,https://www.the-numbers.com/movie/Happy-Feet,True,happy feet,2006,Happy Feet,"Australia, United States of America"
tt0366551,Harold & Kumar Go to White Castle,2004.0,https://www.the-numbers.com/movie/Harold-and-Kumar-Go-to-White-Castle,True,harold kumar go to white castle,2004,Harold & Kumar Go to White Castle,United States of America
tt0366627,The Jacket,2005.0,https://www.the-numbers.com/movie/Jacket-The,True,the jacket,2005,The Jacket,"Germany, United States of America"
tt0367085,Soul Plane,2004.0,https://www.the-numbers.com/movie/Soul-Plane,True,soul plane,2004,Soul Plane,United States of America
tt0367479,After the Sunset,2004.0,https://www.the-numbers.com/movie/After-the-Sunset,True,after the sunset,2004,After the Sunset,United States of America
tt0367594,Charlie and the Chocolate Factory,2005.0,https://www.the-numbers.com/movie/Charlie-and-the-Chocolate-Factory-(2005),True,charlie and the chocolate factory,2005,Charlie and the Chocolate Factory,"United Kingdom, United States of America"
tt0367652,Deuce Bigalow: European Gigolo,2005.0,https://www.the-numbers.com/movie/Deuce-Bigalow-European-Gigolo,True,deuce bigalow european gigolo,2005,Deuce Bigalow: European Gigolo,United States of America
tt0367882,Indiana Jones and the Kingdom of the Crystal Skull,2008.0,https://www.the-numbers.com/movie/Indiana-Jones-and-the-Kingdom-of-the-Crystal-Skull-(2008),True,indiana jones and the kingdom of the crystal skull,2008,Indiana Jones and the Kingdom of the Crystal Skull,United States of America
tt0367959,Hannibal Rising,2007.0,https://www.the-numbers.com/movie/Hannibal-Rising,True,hannibal rising,2007,Hannibal Rising,"Czech Republic, France, Italy, United Kingdom, United States of America"
tt0368008,The Manchurian Candidate,2004.0,https://www.the-numbers.com/movie/Manchurian-Candidate-The-(2004),True,the manchurian candidate,2004,The Manchurian Candidate,United States of America
tt0368578,Are We There Yet?,2005.0,https://www.the-numbers.com/movie/Are-We-There-Yet,True,are we there yet,2005,Are We There Yet?,United States of America
tt0368709,Elizabethtown,2005.0,https://www.the-numbers.com/movie/Elizabethtown,True,elizabethtown,2005,Elizabethtown,"Germany, United States of America"
tt0368891,National Treasure,2004.0,https://www.the-numbers.com/movie/National-Treasure-(2004),True,national treasure,2004,National Treasure,United States of America
tt0368933,The Princess Diaries 2: Royal Engagement,2004.0,https://www.the-numbers.com/movie/Princess-Diaries-2-Royal-Engagement-The,True,the princess diaries 2 royal engagement,2004,The Princess Diaries 2: Royal Engagement,United States of America
tt0369339,Collateral,2004.0,https://www.the-numbers.com/movie/Collateral,True,collateral,2004,Collateral,United States of America
tt0369436,Four Christmases,2008.0,https://www.the-numbers.com/movie/Four-Christmases,True,four christmases,2008,Four Christmases,United States of America
tt0369441,Fun with Dick and Jane,2005.0,https://www.the-numbers.com/movie/Fun-with-Dick-and-Jane-(2005),True,fun with dick and jane,2005,Fun with Dick and Jane,United States of America
tt0369610,Jurassic World,2015.0,https://www.the-numbers.com/movie/Jurassic-World,True,jurassic world,2015,Jurassic World,United States of America
tt0369735,Monster-in-Law,2005.0,https://www.the-numbers.com/movie/Monster-in-Law-(2005),True,monsterinlaw,2005,Monster-in-Law,"United States of America, Germany"
tt0370032,Ultraviolet,2006.0,https://www.the-numbers.com/movie/Ultraviolet,True,ultraviolet,2006,Ultraviolet,"Hong Kong, United States of America"
tt0370263,Alien vs. Predator,2004.0,https://www.the-numbers.com/movie/AVP-Alien-vs-Predator,True,alien vs predator,2004,Alien vs. Predator,"Czech Republic, Germany, United Kingdom, United States of America"
