tconst,primaryTitle,startYear,the_numbers_url,found_url
tt0120667,Fantastic Four,2005.0,https://www.the-numbers.com/movie/Fantastic-Four-(2005),True
tt0121164,Corpse Bride,2005.0,https://www.the-numbers.com/movie/Corpse-Bride,True
tt0121766,Star Wars: Episode III - Revenge of the Sith,2005.0,https://www.the-numbers.com/movie/Star-Wars-Ep-III-Revenge-of-the-Sith,True
tt0167190,Hellboy,2004.0,https://www.the-numbers.com/movie/Hellboy,True
tt0167456,Thunderbirds,2004.0,https://www.the-numbers.com/movie/Thunderbirds,True
tt0200465,The Bank Job,2008.0,https://www.the-numbers.com/movie/Bank-Job-The,True
tt0204313,Exorcist: The Beginning,2004.0,https://www.the-numbers.com/movie/Exorcist-The-Beginning,True
tt0206634,Children of Men,2006.0,https://www.the-numbers.com/movie/Children-of-Men,True
tt0211933,Awake,2007.0,https://www.the-numbers.com/movie/Awake,True
tt0212712,2046,2004.0,,False
tt0241025,Vanity Fair,2004.0,https://www.the-numbers.com/movie/Vanity-Fair,True
tt0252028,Surviving Christmas,2004.0,https://www.the-numbers.com/movie/Surviving-Christmas,True
tt0257516,Cursed,2005.0,https://www.the-numbers.com/movie/Cursed,True
tt0259324,Ghost Rider,2007.0,https://www.the-numbers.com/movie/Ghost-Rider,True
tt0265208,The Girl Next Door,2004.0,https://www.the-numbers.com/movie/Girl-Next-Door-The-(2004),True
tt0267891,The Ringer,2005.0,https://www.the-numbers.com/movie/Ringer-The,True
tt0275491,Bad Education,2004.0,https://www.the-numbers.com/movie/Bad-Education,True
tt0289879,The Butterfly Effect,2004.0,https://www.the-numbers.com/movie/Butterfly-Effect-The,True
tt0290002,Meet the Fockers,2004.0,https://www.the-numbers.com/movie/Meet-the-Fockers,True
tt0292963,Before the Devil Knows You're Dead,2007.0,https://www.the-numbers.com/movie/Before-the-Devil-Knows-Youre-Dead,True
tt0293429,Mortal Kombat,2021.0,https://www.the-numbers.com/movie/Mortal-Kombat-(2021),True
tt0293508,The Phantom of the Opera,2004.0,https://www.the-numbers.com/movie/Phantom-of-the-Opera-The-(2004),True
tt0293564,Rush Hour 3,2007.0,https://www.the-numbers.com/movie/Rush-Hour-3,True
tt0294870,Rent,2005.0,https://www.the-numbers.com/movie/Rent,True
tt0296572,The Chronicles of Riddick,2004.0,https://www.the-numbers.com/movie/Chronicles-of-Riddick-The-(2004),True
tt0297284,Mindhunters,2004.0,https://www.the-numbers.com/movie/Mindhunters,True
tt0298148,Shrek 2,2004.0,https://www.the-numbers.com/movie/Shrek-2,True
tt0299172,Home on the Range,2004.0,https://www.the-numbers.com/movie/Home-on-the-Range,True
tt0300051,Jersey Girl,2004.0,https://www.the-numbers.com/movie/Jersey-Girl,True
tt0304141,Harry Potter and the Prisoner of Azkaban,2004.0,https://www.the-numbers.com/movie/Harry-Potter-and-the-Prisoner-of-Azkaban,True
tt0307453,Shark Tale,2004.0,https://www.the-numbers.com/movie/Shark-Tale,True
tt0308055,Bobby,2006.0,https://www.the-numbers.com/movie/Bobby,True
tt0308644,Finding Neverland,2004.0,https://www.the-numbers.com/movie/Finding-Neverland,True
tt0312004,Wallace & Gromit: The Curse of the Were-Rabbit,2005.0,https://www.the-numbers.com/movie/Wallace-and-Gromit-The-Curse-of-the-Were-Rabbit,True
tt0314498,The Perfect Score,2004.0,https://www.the-numbers.com/movie/Perfect-Score-The,True
tt0315297,Twisted,2004.0,https://www.the-numbers.com/movie/Twisted,True
tt0316654,Spider-Man 2,2004.0,https://www.the-numbers.com/movie/Spider-Man-2,True
tt0317132,Because of Winn-Dixie,2005.0,https://www.the-numbers.com/movie/Because-of-Winn-Dixie,True
tt0317198,Bridget Jones: The Edge of Reason,2004.0,https://www.the-numbers.com/movie/Bridget-Jones-The-Edge-of-Reason,True
tt0317219,Cars,2006.0,https://www.the-numbers.com/movie/Cars,True
tt0317648,Hidalgo,2004.0,https://www.the-numbers.com/movie/Hidalgo,True
tt0317705,The Incredibles,2004.0,https://www.the-numbers.com/movie/Incredibles-The,True
tt0317919,Mission: Impossible III,2006.0,https://www.the-numbers.com/movie/Mission-Impossible-III,True
tt0318462,The Motorcycle Diaries,2004.0,https://www.the-numbers.com/movie/Motorcycle-Diaries-The,True
tt0318627,Resident Evil: Apocalypse,2004.0,https://www.the-numbers.com/movie/Resident-Evil-Apocalypse,True
tt0318649,Sahara,2005.0,https://www.the-numbers.com/movie/Sahara,True
tt0318974,The Alamo,2004.0,https://www.the-numbers.com/movie/Alamo-The-(2004),True
tt0319262,The Day After Tomorrow,2004.0,https://www.the-numbers.com/movie/Day-After-Tomorrow-The,True
tt0320661,Kingdom of Heaven,2005.0,https://www.the-numbers.com/movie/Kingdom-of-Heaven,True
tt0324127,Suspect Zero,2004.0,https://www.the-numbers.com/movie/Suspect-Zero,True
tt0324554,Wicker Park,2004.0,https://www.the-numbers.com/movie/Wicker-Park,True
tt0326856,Envy,2004.0,https://www.the-numbers.com/movie/Envy,True
tt0327084,Over the Hedge,2006.0,https://www.the-numbers.com/movie/Over-the-Hedge,True
tt0327162,The Stepford Wives,2004.0,https://www.the-numbers.com/movie/Stepford-Wives-The-(2004),True
tt0327247,The Whole Ten Yards,2004.0,https://www.the-numbers.com/movie/Whole-Ten-Yards-The,True
tt0327437,Around the World in 80 Days,2004.0,https://www.the-numbers.com/movie/Around-the-World-in-80-Days-(2004),True
tt0327554,Catwoman,2004.0,https://www.the-numbers.com/movie/Catwoman-(2004),True
tt0327597,Coraline,2009.0,https://www.the-numbers.com/movie/Coraline,True
tt0327679,Ella Enchanted,2004.0,https://www.the-numbers.com/movie/Ella-Enchanted,True
tt0328107,Man on Fire,2004.0,https://www.the-numbers.com/movie/Man-on-Fire-(2004),True
tt0329774,xXx: State of the Union,2005.0,https://www.the-numbers.com/movie/xXx-State-of-the-Union,True
tt0330373,Harry Potter and the Goblet of Fire,2005.0,https://www.the-numbers.com/movie/Harry-Potter-and-the-Goblet-of-Fire,True
tt0330702,Don't Move,2004.0,https://www.the-numbers.com/movie/Don-t-Move,True
tt0330793,The Punisher,2004.0,https://www.the-numbers.com/movie/Punisher-The,True
tt0331632,Scooby-Doo 2: Monsters Unleashed,2004.0,https://www.the-numbers.com/movie/Scooby-Doo-2-Monsters-Unleashed,True
tt0331933,Man of the House,2005.0,https://www.the-numbers.com/movie/Man-of-the-House-(2005),True
tt0331952,The Clearing,2004.0,https://www.the-numbers.com/movie/Clearing-The,True
tt0332047,Fever Pitch,2005.0,https://www.the-numbers.com/movie/Fever-Pitch-(2005),True
tt0332280,The Notebook,2004.0,https://www.the-numbers.com/movie/Notebook-The,True
tt0332452,Troy,2004.0,https://www.the-numbers.com/movie/Troy,True
tt0332712,My Baby's Daddy,2004.0,https://www.the-numbers.com/movie/My-Babys-Daddy,True
tt0333766,Garden State,2004.0,https://www.the-numbers.com/movie/Garden-State,True
tt0335121,Godsend,2004.0,https://www.the-numbers.com/movie/Godsend,True
tt0335245,The Ladykillers,2004.0,https://www.the-numbers.com/movie/Ladykillers-The,True
tt0335345,The Passion of the Christ,2004.0,https://www.the-numbers.com/movie/Passion-of-the-Christ-The,True
tt0335438,Starsky & Hutch,2004.0,https://www.the-numbers.com/movie/Starsky-and-Hutch,True
tt0335559,Win a Date with Tad Hamilton!,2004.0,https://www.the-numbers.com/movie/Win-a-Date-with-Tad-Hamilton,True
tt0337103,Crimson Rivers 2: Angels of the Apocalypse,2004.0,,False
tt0337563,13 Going on 30,2004.0,https://www.the-numbers.com/movie/13-Going-on-30,True
tt0337579,Barbershop 2: Back in Business,2004.0,https://www.the-numbers.com/movie/Barbershop-2-Back-in-Business,True
tt0337697,The Prince and Me,2004.0,https://www.the-numbers.com/movie/Prince-and-Me-The-(2004),True
tt0337876,Birth,2004.0,https://www.the-numbers.com/movie/Birth,True
tt0337917,Catch That Kid,2004.0,https://www.the-numbers.com/movie/Catch-That-Kid-(2004),True
tt0337921,Cellular,2004.0,https://www.the-numbers.com/movie/Cellular,True
tt0337978,Live Free or Die Hard,2007.0,https://www.the-numbers.com/movie/Live-Free-or-Die-Hard,True
tt0338013,Eternal Sunshine of the Spotless Mind,2004.0,https://www.the-numbers.com/movie/Eternal-Sunshine-of-the-Spotless-Mind,True
tt0338096,Dirty Dancing: Havana Nights,2004.0,https://www.the-numbers.com/movie/Dirty-Dancing-Havana-Nights,True
tt0338325,Paparazzi,2004.0,https://www.the-numbers.com/movie/Paparazzi,True
tt0338348,The Polar Express,2004.0,https://www.the-numbers.com/movie/Polar-Express-The-(2004),True
tt0338512,Two Brothers,2004.0,https://www.the-numbers.com/movie/Two-Brothers,True
tt0338526,Van Helsing,2004.0,https://www.the-numbers.com/movie/Van-Helsing,True
tt0338751,The Aviator,2004.0,https://www.the-numbers.com/movie/Aviator-The-(2004),True
tt0339291,A Series of Unfortunate Events,2004.0,,False
tt0339412,Mr. 3000,2004.0,https://www.the-numbers.com/movie/Mr-3000,True
tt0340012,Being Julia,2004.0,https://www.the-numbers.com/movie/Being-Julia,True
tt0340163,Hostage,2005.0,https://www.the-numbers.com/movie/Hostage,True
tt0342258,Unleashed,2005.0,,False
tt0343135,Along Came Polly,2004.0,https://www.the-numbers.com/movie/Along-Came-Polly-(2004),True
tt0343660,50 First Dates,2004.0,https://www.the-numbers.com/movie/50-First-Dates,True
tt0343737,The Good Shepherd,2006.0,https://www.the-numbers.com/movie/Good-Shepherd-The,True
tt0343818,"I, Robot",2004.0,https://www.the-numbers.com/movie/I-Robot,True
tt0344510,A Very Long Engagement,2004.0,,False
tt0344854,Arthur and the Invisibles,2006.0,https://www.the-numbers.com/movie/Arthur-et-les-Minimoys,True
tt0345074,Connie and Carla,2004.0,https://www.the-numbers.com/movie/Connie-and-Carla,True
tt0345950,The SpongeBob SquarePants Movie,2004.0,,False
tt0346156,Sky Captain and the World of Tomorrow,2004.0,https://www.the-numbers.com/movie/Sky-Captain-and-the-World-of-Tomorrow,True
tt0346491,Alexander,2004.0,https://www.the-numbers.com/movie/Alexander,True
tt0347048,Head-On,2004.0,https://www.the-numbers.com/movie/Head-On,True
tt0347149,Howl's Moving Castle,2004.0,,False
tt0348150,Superman Returns,2006.0,https://www.the-numbers.com/movie/Superman-Returns,True
tt0348333,Waiting...,2005.0,https://www.the-numbers.com/movie/Waiting,True
tt0349169,Breakin' All the Rules,2004.0,https://www.the-numbers.com/movie/Breakin-All-the-Rules,True
tt0349683,King Arthur,2004.0,https://www.the-numbers.com/movie/King-Arthur-(2004),True
tt0349710,Ladder 49,2004.0,https://www.the-numbers.com/movie/Ladder-49,True
tt0349825,Miracle,2004.0,https://www.the-numbers.com/movie/Miracle-(2004),True
tt0349903,Ocean's Twelve,2004.0,https://www.the-numbers.com/movie/Oceans-Twelve-(2004),True
tt0350028,Raising Helen,2004.0,https://www.the-numbers.com/movie/Raising-Helen,True
tt0350258,Ray,2004.0,https://www.the-numbers.com/movie/Ray-(2004),True
tt0350261,An Unfinished Life,2005.0,https://www.the-numbers.com/movie/Unfinished-Life-An,True
tt0351283,Madagascar,2005.0,https://www.the-numbers.com/movie/Madagascar,True
tt0351977,Walking Tall,2004.0,https://www.the-numbers.com/movie/Walking-Tall-(2004),True
tt0352248,Cinderella Man,2005.0,https://www.the-numbers.com/movie/Cinderella-Man-(2005),True
tt0352277,De-Lovely,2004.0,https://www.the-numbers.com/movie/De-Lovely,True
tt0353774,NASCAR: The IMAX Experience,2004.0,https://www.the-numbers.com/movie/NASCAR-The-IMAX-Experience,True
tt0354836,Podium,2004.0,,False
tt0355295,The Brothers Grimm,2005.0,https://www.the-numbers.com/movie/Brothers-Grimm-The,True
tt0356150,EuroTrip,2004.0,https://www.the-numbers.com/movie/EuroTrip,True
tt0356470,A Cinderella Story,2004.0,https://www.the-numbers.com/movie/Cinderella-Story-A-(2004),True
tt0356618,The Forgotten,2004.0,https://www.the-numbers.com/movie/Forgotten-The,True
tt0356634,Garfield: The Movie,2004.0,https://www.the-numbers.com/movie/Garfield-The-Movie,True
tt0356680,The Family Stone,2005.0,https://www.the-numbers.com/movie/Family-Stone-The,True
tt0356721,I Heart Huckabees,2004.0,https://www.the-numbers.com/movie/I-Heart-Huckabees,True
tt0356910,Mr. & Mrs. Smith,2005.0,https://www.the-numbers.com/movie/Mr-and-Mrs-Smith,True
tt0357111,RRRrrrr!!!,2004.0,,False
tt0357277,Elektra,2005.0,https://www.the-numbers.com/movie/Elektra,True
tt0357413,Anchorman: The Legend of Ron Burgundy,2004.0,https://www.the-numbers.com/movie/Anchorman-The-Legend-of-Ron-Burgundy,True
tt0357507,Boogeyman,2005.0,https://www.the-numbers.com/movie/Boogeyman,True
tt0358082,Robots,2005.0,https://www.the-numbers.com/movie/Robots,True
tt0358135,Shall We Dance?,2004.0,https://www.the-numbers.com/movie/Shall-We-Dance-(2004),True
tt0358273,Walk the Line,2005.0,https://www.the-numbers.com/movie/Walk-the-Line,True
tt0358349,Agent Cody Banks 2: Destination London,2004.0,https://www.the-numbers.com/movie/Agent-Cody-Banks-2-Destination-London-(2004),True
tt0359013,Blade: Trinity,2004.0,https://www.the-numbers.com/movie/Blade-Trinity-(2004),True
tt0359517,Johnson Family Vacation,2004.0,https://www.the-numbers.com/movie/Johnson-Family-Vacation,True
tt0359950,The Secret Life of Walter Mitty,2013.0,,False
tt0360139,Chasing Liberty,2004.0,https://www.the-numbers.com/movie/Chasing-Liberty,True
tt0360201,Wimbledon,2004.0,https://www.the-numbers.com/movie/Wimbledon-(2004),True
tt0360486,Constantine,2005.0,https://www.the-numbers.com/movie/Constantine,True
tt0360717,King Kong,2005.0,https://www.the-numbers.com/movie/King-Kong-(2005),True
tt0361089,Valiant,2005.0,https://www.the-numbers.com/movie/Valiant,True
tt0361411,Bride & Prejudice,2004.0,https://www.the-numbers.com/movie/Bride-and-Prejudice,True
tt0361467,Confessions of a Teenage Drama Queen,2004.0,https://www.the-numbers.com/movie/Confessions-of-a-Teenage-Drama-Queen,True
tt0361596,Fahrenheit 9/11,2004.0,https://www.the-numbers.com/movie/Fahrenheit-9-11,True
tt0361696,Raise Your Voice,2004.0,https://www.the-numbers.com/movie/Raise-Your-Voice,True
tt0361748,Inglourious Basterds,2009.0,https://www.the-numbers.com/movie/Inglourious-Basterds,True
tt0361841,Little Black Book,2004.0,https://www.the-numbers.com/movie/Little-Black-Book,True
tt0361925,Welcome to Mooseport,2004.0,https://www.the-numbers.com/movie/Welcome-to-Mooseport,True
tt0362120,Scary Movie 4,2006.0,https://www.the-numbers.com/movie/Scary-Movie-4-(2006),True
tt0362165,Son of the Mask,2005.0,https://www.the-numbers.com/movie/Son-of-the-Mask,True
tt0362225,Tell No One,2006.0,,False
tt0362227,The Terminal,2004.0,https://www.the-numbers.com/movie/Terminal-The-(2004),True
tt0362269,Kinsey,2004.0,https://www.the-numbers.com/movie/Kinsey,True
tt0362270,The Life Aquatic with Steve Zissou,2004.0,https://www.the-numbers.com/movie/Life-Aquatic-with-Steve-Zissou-The,True
tt0362478,The Box,2009.0,https://www.the-numbers.com/movie/Box-The,True
tt0363163,Downfall,2004.0,,False
tt0363282,New York Minute,2004.0,https://www.the-numbers.com/movie/New-York-Minute,True
tt0363547,Dawn of the Dead,2004.0,https://www.the-numbers.com/movie/Dawn-of-the-Dead-(2004),True
tt0363771,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005.0,https://www.the-numbers.com/movie/Chronicles-of-Narnia-The-Lion-the-Witch-and-the-Wardrobe-The,True
tt0363988,Secret Window,2004.0,https://www.the-numbers.com/movie/Secret-Window,True
tt0364045,Taking Lives,2004.0,https://www.the-numbers.com/movie/Taking-Lives,True
tt0364725,Dodgeball: A True Underdog Story,2004.0,https://www.the-numbers.com/movie/Dodgeball-A-True-Underdog-Story,True
tt0364751,Without a Paddle,2004.0,https://www.the-numbers.com/movie/Without-a-Paddle-(2004),True
tt0364970,Babylon A.D.,2008.0,https://www.the-numbers.com/movie/Babylon-AD,True
tt0365485,The Matador,2005.0,https://www.the-numbers.com/movie/Matador-The,True
tt0365737,Syriana,2005.0,https://www.the-numbers.com/movie/Syriana,True
tt0365748,Shaun of the Dead,2004.0,https://www.the-numbers.com/movie/Shaun-of-the-Dead,True
tt0365885,The Upside of Anger,2005.0,https://www.the-numbers.com/movie/Upside-of-Anger-The,True
tt0365907,A Walk Among the Tombstones,2014.0,https://www.the-numbers.com/movie/Walk-Among-the-Tombstones-A-(2014),True
tt0365957,You Got Served,2004.0,https://www.the-numbers.com/movie/You-Got-Served,True
tt0366174,Anacondas: The Hunt for the Blood Orchid,2004.0,https://www.the-numbers.com/movie/Anacondas-The-Hunt-for-the-Blood-Orchid,True
tt0366548,Happy Feet,2006.0,https://www.the-numbers.com/movie/Happy-Feet,True
tt0366551,Harold & Kumar Go to White Castle,2004.0,https://www.the-numbers.com/movie/Harold-and-Kumar-Go-to-White-Castle,True
tt0366627,The Jacket,2005.0,https://www.the-numbers.com/movie/Jacket-The,True
tt0367085,Soul Plane,2004.0,https://www.the-numbers.com/movie/Soul-Plane,True
tt0367479,After the Sunset,2004.0,https://www.the-numbers.com/movie/After-the-Sunset,True
tt0367594,Charlie and the Chocolate Factory,2005.0,https://www.the-numbers.com/movie/Charlie-and-the-Chocolate-Factory-(2005),True
tt0367652,Deuce Bigalow: European Gigolo,2005.0,https://www.the-numbers.com/movie/Deuce-Bigalow-European-Gigolo,True
tt0367882,Indiana Jones and the Kingdom of the Crystal Skull,2008.0,https://www.the-numbers.com/movie/Indiana-Jones-and-the-Kingdom-of-the-Crystal-Skull-(2008),True
tt0367959,Hannibal Rising,2007.0,https://www.the-numbers.com/movie/Hannibal-Rising,True
tt0368008,The Manchurian Candidate,2004.0,https://www.the-numbers.com/movie/Manchurian-Candidate-The-(2004),True
tt0368578,Are We There Yet?,2005.0,https://www.the-numbers.com/movie/Are-We-There-Yet,True
tt0368668,Lucky Luke and the Daltons,2004.0,,False
tt0368709,Elizabethtown,2005.0,https://www.the-numbers.com/movie/Elizabethtown,True
tt0368891,National Treasure,2004.0,https://www.the-numbers.com/movie/National-Treasure-(2004),True
tt0368933,The Princess Diaries 2: Royal Engagement,2004.0,https://www.the-numbers.com/movie/Princess-Diaries-2-Royal-Engagement-The,True
tt0369339,Collateral,2004.0,https://www.the-numbers.com/movie/Collateral,True
tt0369436,Four Christmases,2008.0,https://www.the-numbers.com/movie/Four-Christmases,True
tt0369441,Fun with Dick and Jane,2005.0,https://www.the-numbers.com/movie/Fun-with-Dick-and-Jane-(2005),True
tt0369610,Jurassic World,2015.0,https://www.the-numbers.com/movie/Jurassic-World,True
tt0369702,The Sea Inside,2004.0,,False
tt0369735,Monster-in-Law,2005.0,https://www.the-numbers.com/movie/Monster-in-Law-(2005),True
tt0370032,Ultraviolet,2006.0,https://www.the-numbers.com/movie/Ultraviolet,True
tt0370263,Alien vs. Predator,2004.0,https://www.the-numbers.com/movie/AVP-Alien-vs-Predator,True
tt0371246,Spanglish,2004.0,https://www.the-numbers.com/movie/Spanglish,True
tt0371552,Asterix and the Vikings,2006.0,,False
tt0371606,Chicken Little,2005.0,https://www.the-numbers.com/movie/Chicken-Little,True
tt0371724,The Hitchhiker's Guide to the Galaxy,2005.0,https://www.the-numbers.com/movie/Hitchhikers-Guide-to-the-Galaxy-The,True
tt0371746,Iron Man,2008.0,https://www.the-numbers.com/movie/Iron-Man,True
tt0372183,The Bourne Supremacy,2004.0,https://www.the-numbers.com/movie/Bourne-Supremacy-The,True
tt0372237,Guess Who,2005.0,https://www.the-numbers.com/movie/Guess-Who,True
tt0372532,The Wedding Date,2005.0,https://www.the-numbers.com/movie/Wedding-Date-The-(2005),True
tt0372588,Team America: World Police,2004.0,https://www.the-numbers.com/movie/Team-America-World-Police,True
tt0372784,Batman Begins,2005.0,https://www.the-numbers.com/movie/Batman-Begins,True
tt0372824,The Chorus,2004.0,,False
tt0372873,Dragon Wars: D-War,2007.0,https://www.the-numbers.com/movie/Dragon-Wars-D-War,True
tt0373051,Journey to the Center of the Earth,2008.0,https://www.the-numbers.com/movie/Journey-to-the-Center-of-the-Earth-(2008),True
tt0373074,Kung Fu Hustle,2004.0,,False
tt0373469,Kiss Kiss Bang Bang,2005.0,https://www.the-numbers.com/movie/Kiss-Kiss-Bang-Bang,True
tt0373883,Halloween,2007.0,https://www.the-numbers.com/movie/Halloween-(2007),True
tt0373889,Harry Potter and the Order of the Phoenix,2007.0,https://www.the-numbers.com/movie/Harry-Potter-and-the-Order-of-the-Phoenix,True
tt0373926,The Interpreter,2005.0,https://www.the-numbers.com/movie/Interpreter-The-(2005),True
tt0374298,The Turkish Gambit,2005.0,,False
tt0374536,Bewitched,2005.0,https://www.the-numbers.com/movie/Bewitched,True
tt0374583,Look at Me,2004.0,https://www.the-numbers.com/movie/Comme-une-image,True
tt0374900,Napoleon Dynamite,2004.0,https://www.the-numbers.com/movie/Napoleon-Dynamite-(2004),True
tt0375063,Sideways,2004.0,https://www.the-numbers.com/movie/Sideways,True
tt0375154,Tristan + Isolde,2006.0,https://www.the-numbers.com/movie/Tristan-and-Isolde,True
tt0375173,Alfie,2004.0,https://www.the-numbers.com/movie/Alfie-(2004),True
tt0375210,White Noise,2005.0,https://www.the-numbers.com/movie/White-Noise-(2005),True
tt0375568,Astro Boy,2009.0,https://www.the-numbers.com/movie/Astro-Boy,True
tt0375912,Layer Cake,2004.0,https://www.the-numbers.com/movie/Layer-Cake,True
tt0376105,Racing Stripes,2005.0,https://www.the-numbers.com/movie/Racing-Stripes,True
tt0376108,Rebound,2005.0,https://www.the-numbers.com/movie/Rebound,True
tt0376136,The Rum Diary,2011.0,https://www.the-numbers.com/movie/Rum-Diary-The,True
tt0376541,Closer,2004.0,https://www.the-numbers.com/movie/Closer,True
tt0376994,X-Men: The Last Stand,2006.0,https://www.the-numbers.com/movie/X-Men-The-Last-Stand,True
tt0377062,Flight of the Phoenix,2004.0,https://www.the-numbers.com/movie/Flight-of-the-Phoenix-(2004),True
tt0377084,Ladies in Lavender,2004.0,https://www.the-numbers.com/movie/Ladies-in-Lavender,True
tt0377092,Mean Girls,2004.0,https://www.the-numbers.com/movie/Mean-Girls-(2004),True
tt0377107,Proof,2005.0,https://www.the-numbers.com/movie/Proof-(2005),True
tt0377109,The Ring Two,2005.0,https://www.the-numbers.com/movie/Ring-Two-The-(2005),True
tt0377471,Be Cool,2005.0,https://www.the-numbers.com/movie/Be-Cool,True
tt0377818,The Dukes of Hazzard,2005.0,https://www.the-numbers.com/movie/Dukes-of-Hazzard-The,True
tt0377981,Gnomeo & Juliet,2011.0,https://www.the-numbers.com/movie/Gnomeo-and-Juliet,True
tt0378109,Into the Blue,2005.0,https://www.the-numbers.com/movie/Into-the-Blue,True
tt0378194,Kill Bill: Vol. 2,2004.0,https://www.the-numbers.com/movie/Kill-Bill-Volume-2,True
tt0378947,Melinda and Melinda,2004.0,https://www.the-numbers.com/movie/Melinda-and-Melinda,True
tt0379725,Capote,2005.0,https://www.the-numbers.com/movie/Capote,True
tt0379786,Serenity,2005.0,https://www.the-numbers.com/movie/Serenity,True
tt0379865,Leatherheads,2008.0,https://www.the-numbers.com/movie/Leatherheads-(2008),True
tt0379889,The Merchant of Venice,2004.0,https://www.the-numbers.com/movie/Merchant-of-Venice-The,True
tt0380277,The Cookout,2004.0,https://www.the-numbers.com/movie/Cookout-The,True
tt0380349,The Corsican File,2004.0,,False
tt0380389,Goal! The Dream Begins,2005.0,https://www.the-numbers.com/movie/Goal,True
tt0380510,The Lovely Bones,2009.0,https://www.the-numbers.com/movie/Lovely-Bones-The-(2009),True
tt0380599,Oliver Twist,2005.0,https://www.the-numbers.com/movie/Oliver-Twist,True
tt0380623,The Perfect Man,2005.0,https://www.the-numbers.com/movie/Perfect-Man-The,True
tt0381061,Casino Royale,2006.0,https://www.the-numbers.com/movie/Casino-Royale-(2006),True
tt0381681,Before Sunset,2004.0,https://www.the-numbers.com/movie/Before-Sunset,True
tt0381707,White Chicks,2004.0,https://www.the-numbers.com/movie/White-Chicks,True
tt0381849,3:10 to Yuma,2007.0,https://www.the-numbers.com/movie/310-to-Yuma,True
tt0381971,Curious George,2006.0,https://www.the-numbers.com/movie/Curious-George,True
tt0382077,Hide and Seek,2005.0,https://www.the-numbers.com/movie/Hide-and-Seek-(2005),True
tt0382295,Seven Dwarves,2004.0,,False
tt0382625,The Da Vinci Code,2006.0,https://www.the-numbers.com/movie/Da-Vinci-Code-The,True
tt0382932,Ratatouille,2007.0,https://www.the-numbers.com/movie/Ratatouille,True
tt0382992,Stealth,2005.0,https://www.the-numbers.com/movie/Stealth,True
tt0383010,The Three Stooges,2012.0,https://www.the-numbers.com/movie/Three-Stooges-The,True
tt0383216,The Pink Panther,2006.0,https://www.the-numbers.com/movie/Pink-Panther-The-(2006),True
tt0383574,Pirates of the Caribbean: Dead Man's Chest,2006.0,https://www.the-numbers.com/movie/Pirates-of-the-Caribbean-Dead-Mans-Chest,True
tt0383694,Vera Drake,2004.0,https://www.the-numbers.com/movie/Vera-Drake,True
tt0384116,G.O.R.A.,2004.0,,False
tt0384286,Cry Wolf,2005.0,https://www.the-numbers.com/movie/Cry-Wolf,True
tt0384537,Silent Hill,2006.0,https://www.the-numbers.com/movie/Silent-Hill-(2006),True
tt0384642,Kicking & Screaming,2005.0,https://www.the-numbers.com/movie/Kicking-and-Screaming-(2005),True
tt0384680,The Weather Man,2005.0,https://www.the-numbers.com/movie/Weather-Man-The,True
tt0384793,Accepted,2006.0,https://www.the-numbers.com/movie/Accepted,True
tt0384806,The Amityville Horror,2005.0,https://www.the-numbers.com/movie/Amityville-Horror-The-(2005),True
tt0385004,House of Flying Daggers,2004.0,https://www.the-numbers.com/movie/House-of-Flying-Daggers,True
tt0385267,In Good Company,2004.0,https://www.the-numbers.com/movie/In-Good-Company,True
tt0385726,Glory Road,2006.0,https://www.the-numbers.com/movie/Glory-Road,True
tt0385752,The Golden Compass,2007.0,,False
tt0385880,Monster House,2006.0,https://www.the-numbers.com/movie/Monster-House-(2006),True
tt0386032,Sicko,2007.0,https://www.the-numbers.com/movie/Sicko,True
tt0386064,Tae Guk Gi: The Brotherhood of War,2004.0,,False
tt0386117,Where the Wild Things Are,2009.0,https://www.the-numbers.com/movie/Where-the-Wild-Things-Are,True
tt0386140,The Legend of Zorro,2005.0,https://www.the-numbers.com/movie/Legend-of-Zorro-The,True
tt0386588,Hitch,2005.0,https://www.the-numbers.com/movie/Hitch,True
tt0387131,The Constant Gardener,2005.0,https://www.the-numbers.com/movie/Constant-Gardener-The,True
tt0387514,Prime,2005.0,https://www.the-numbers.com/movie/Prime-(2005),True
tt0387564,Saw,2004.0,https://www.the-numbers.com/movie/Saw-(2004),True
tt0387575,Seed of Chucky,2004.0,https://www.the-numbers.com/movie/Seed-of-Chucky,True
tt0387877,The Black Dahlia,2006.0,https://www.the-numbers.com/movie/Black-Dahlia-The,True
tt0387898,Caché,2005.0,,False
tt0388125,In Her Shoes,2005.0,https://www.the-numbers.com/movie/In-Her-Shoes-(2005),True
tt0388242,Mariages!,2004.0,https://www.the-numbers.com/movie/Mariages,True
tt0388419,Christmas with the Kranks,2004.0,https://www.the-numbers.com/movie/Christmas-with-the-Kranks,True
tt0388482,Transporter 2,2005.0,,False
tt0388500,Beauty Shop,2005.0,https://www.the-numbers.com/movie/Beauty-Shop,True
tt0388795,Brokeback Mountain,2005.0,https://www.the-numbers.com/movie/Brokeback-Mountain,True
tt0388980,The Greatest Game Ever Played,2005.0,https://www.the-numbers.com/movie/Greatest-Game-Ever-Played-The,True
tt0389557,Black Book,2006.0,https://www.the-numbers.com/movie/Zwartboek,True
tt0389722,30 Days of Night,2007.0,https://www.the-numbers.com/movie/30-Days-of-Night,True
